"c1","c2"
"1",24.8808933954365,21.0233807454489
"2",10.9921682822349,4.51016192380712
"3",2.98318266427192,0.94068903959548
"4",6.02024909152629,13.024633398193
"5",12.073073886863,11.6282678109613
"6",5.21311221597328,6.05077476916423
"7",20.772439802244,22.8882746903281
"8",2.19509138656422,2.77726224059105
"9",14.218291653764,17.7780512792379
"10",2.78581287026921,3.5880293692221
"11",15.0328567878428,12.1307692572128
"12",10.2444771521303,15.0758325466894
"13",4.38789501131092,4.08980539694265
"14",4.92659104605447,4.66156786391808
"15",23.1807653973384,24.9659042346919
"16",1.79706172467993,1.60563939416652
"17",5.6048175238938,2.64885760923386
"18",17.6725792767408,17.4552313493969
"19",7.3424928647786,6.79266258461979
"20",6.22863077780754,4.57775804309057
"21",15.3479827429543,11.1720957959308
"22",5.90112446225309,4.44817844953485
"23",22.9541132835868,25.6940719547758
"24",5.55365791901531,1.80692205046787
"25",8.30712938418465,6.2226504839926
"26",19.0497200273926,15.6597550152664
"27",5.8421209939995,4.28691458508912
"28",11.6377328768252,9.11845793140903
"29",4.98058634434626,6.46215887876499
"30",9.09152961777667,11.748740388192
"31",22.189702665491,17.4905371639915
"32",5.51050400950745,6.0334397080031
"33",5.81513933998247,4.61569136785497
"34",3.45805196789252,0.441074030843299
"35",10.2954903829231,11.7723473834654
"36",12.5258335657097,9.64989813873431
"37",20.8248053455514,21.4768585299687
"38",6.28606263547823,7.00392020412621
"39",14.8007138977603,15.6952302137043
"40",3.09710909339769,1.73998147269968
"41",5.18397678776654,0.23448172793921
"42",17.0389264930209,11.8946780600295
"43",15.7888218857281,13.0363226603052
"44",17.3489651516254,22.9552808860951
"45",6.37029757489363,3.62952766933654
"46",9.76936254347424,2.96362835610722
"47",6.0054755845814,4.48655144456918
"48",16.8189300391054,21.5635747108938
"49",3.21641699036065,1.29953363287886
"50",9.13707260048546,6.82682389209883
"51",14.3176207717515,15.0167869281234
"52",20.652644820508,23.6382631468891
"53",7.96601229159725,7.83912707449552
"54",6.43199571589091,3.92880527741816
"55",17.5739417966585,20.785837014148
"56",6.22312914629645,5.90296340977167
"57",5.33877953281488,2.53918150577206
"58",11.3285097795803,13.0283800287607
"59",16.0330770775791,12.7422683280975
"60",7.07069935893804,5.30984487807341
"61",17.0706470781296,14.8607769537539
"62",13.5977762710024,12.1578533799633
"63",19.4275208107023,23.6187544684788
"64",10.4736990302657,4.67567499839922
"65",4.35933169215433,3.52773132866312
"66",6.32049409540156,0.92205547002478
"67",8.35710233462476,8.63208487456252
"68",22.9573374250951,22.5106514550858
"69",3.2276194725154,1.30400421024073
"70",13.5786683907265,7.73507003044964
"71",12.36227866498,13.399580196686
"72",6.19661496194378,6.2906887446571
"73",5.91784488581164,6.15469287034324
"74",0.543497795133303,2.8168458580891
"75",1.94958116431992,0.737769165239009
"76",7.97939500250394,8.53641932949853
"77",21.8571300480142,23.8821536055464
"78",2.41417165986592,0.966477994493382
"79",5.99223689804751,5.17910840880318
"80",1.53804836342301,2.27631344263133
