InflBiomarker,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150
25.50240619,6.072191507,9.86985464,3.073682856,5.274487462,0.82018691,6.666130669,8.786755445,2.951259412,6.637775818,4.613534313,4.281875351,2.046481491,10.78104421,1.764930827,2.849684902,0.944925772,10.01052959,4.782707528,3.043891618,4.394400219,4.534885208,4.013916135,6.187635448,5.683728001,5.052470247,5.369836299,5.91979246,3.436599166,4.561417216,5.206594232,4.499835925,3.684073896,4.142534477,5.809885085,4.030057395,6.047638163,3.772224832,4.231805033,6.178847051,3.756614151,7.425070208,5.417076616,5.384242844,7.111738386,5.841542853,2.868075662,3.870974686,4.152087858,3.579479963,4.513046191,4.154306333,4.291125761,6.548060826,5.783118657,5.920623716,5.490584121,4.866548994,5.79331868,4.045652779,3.113953428,5.663271694,5.303340733,4.735663222,5.007756824,5.368390779,3.295095026,4.492167205,4.767604916,4.174693341,6.407912177,5.111248393,5.055821112,5.172854469,6.570572645,5.017683297,5.215839187,4.408921078,5.241072128,5.555024609,4.728729441,3.293425576,4.573641229,4.690520261,5.881786483,3.987926952,5.634331064,6.578708514,5.415075323,5.245198565,4.431911678,4.452604013,4.660849787,4.4724985,5.233904677,6.240824647,5.891336964,7.889452566,5.084345459,6.403948338,3.039287223,6.709061284,2.908823371,2.341206938,5.228652224,5.616833857,5.476765844,5.952259839,6.636053522,2.081655332,6.225108828,6.338939089,2.154468912,7.829680011,5.124342144,4.794286885,4.215843889,6.445416564,6.002221218,4.155546538,5.171330309,5.479833065,3.396513524,6.356798899,4.294874191,4.667966856,4.933199323,5.884648012,5.322039735,5.089198246,6.579534364,7.66885796,5.800529076,5.135857427,6.726592802,6.468595135,4.697130097,4.736974077,4.14343897,5.576574146,7.144477005,4.728049241,5.450114506,5.976056847,4.266685059,4.336960599,4.593708558,5.088348573,6.695684439,5.500342157,4.165658662
26.26015273,4.548402509,9.922502766,1.908804543,6.050669621,0.870697911,6.963247561,8.305664584,3.158548773,4.929791419,6.173363777,4.33768156,3.152711811,10.60437514,1.343804796,3.041669746,1.015984241,9.076230207,6.13977234,2.669414372,5.002404585,4.402567514,4.364554693,4.922440435,4.141190308,4.131652526,4.268674509,5.374164072,5.432471017,6.50217705,5.872762801,4.229414275,6.289098506,5.87188394,6.02474198,3.909316242,4.703930315,4.069989746,6.331772515,7.385978896,5.361869218,5.346074396,6.092648565,4.77459179,4.825429861,4.553344626,4.137159269,5.504000524,4.267373465,6.75952588,5.974999483,5.14074517,3.93423118,4.690716956,6.070267191,5.186501353,5.000537008,4.888994838,5.002415789,2.648507437,2.593344408,3.013669645,3.759077637,4.869307863,3.668865512,5.268891759,5.236244094,4.23938459,5.993254568,4.929330854,5.996716774,2.856789266,4.853526815,3.944942009,6.013009375,5.612772993,1.811764124,4.074202156,5.327476716,5.745529086,2.74922431,3.565132059,7.080777124,3.975647144,3.769717722,3.525780122,6.060547739,4.937347643,5.036517788,6.464256296,5.151628114,6.19188832,4.398778969,6.490571023,6.492853475,3.743244237,5.457520697,4.969586359,3.970280686,5.874752009,5.58308072,4.509324192,4.604881662,6.452161784,7.234627743,5.911890364,4.793383241,4.646811133,6.639122388,5.265377365,5.999509382,4.92668816,3.824880038,6.236257629,4.01626307,4.855830675,5.713571867,3.850350469,6.082552131,4.816933651,5.81972286,3.809508414,6.199195613,6.15481194,4.646947446,4.541688639,5.904893316,5.96442318,6.663791522,3.911381455,5.28492736,4.550506733,4.199854412,3.934204355,5.605630151,4.69004396,5.214004473,4.765914382,2.173945485,2.904792746,4.512571305,4.018274044,6.514808953,6.504515067,6.335934509,5.119669919,5.334509548,5.377903734,4.866124464,5.698253485,3.583594527
29.80328011,5.01849032,7.280012202,2.898896034,4.169789082,1.087899086,5.889474352,8.802317416,5.603468101,5.796291987,8.601394664,4.368998715,1.731692317,10.28457082,2.02200148,3.088150766,0.923602798,7.789188384,4.416594875,2.56626273,6.034276841,2.88398878,4.571958173,5.67165777,4.978246852,5.03034311,3.054833772,3.987841902,5.166314141,5.673651843,4.179648533,5.456260656,3.47661398,6.640465116,3.652985465,5.012058776,6.05654124,3.774878977,6.451112809,5.411532905,4.641802655,6.220401979,5.680650461,5.288779731,4.060168901,5.199115525,4.575258401,4.685220154,4.984321869,3.61091142,5.17157789,5.029232945,5.703294201,6.944035718,3.286277591,4.594918293,4.813667431,5.391077268,4.388289274,4.324913196,4.904514254,5.554819578,6.141550392,5.597812213,5.427083501,5.037050172,4.644992472,4.905442571,5.773467715,3.840564264,3.3078436,5.286550394,4.664753586,2.761495569,4.579903125,5.408504464,5.145937211,3.731409643,5.231851105,6.594548372,6.705590932,3.14846442,6.414399355,4.299236899,4.304343349,5.948733083,5.587035729,4.134651663,5.115942901,7.749161624,4.806521387,4.41584452,4.892522749,2.261551671,4.032035434,5.089280633,5.695228985,5.0275513,6.876674018,4.503483258,6.030856464,5.258957808,5.011198993,5.435713857,6.649916856,5.433264744,4.270309555,3.864492639,4.15868658,6.46193143,5.087148316,5.067265278,4.695588511,5.689301936,3.563852982,2.387231122,5.995449991,6.205601137,2.973856823,5.041267992,5.751624786,4.471888647,3.69944755,3.63756095,3.769688708,5.257358546,5.498861138,5.495168889,6.625425779,4.698367645,5.2340456,5.679807487,5.858991627,6.56114667,4.327396747,3.658084803,4.927891704,5.505532842,5.485878978,4.846999269,5.316453282,4.608383237,6.771937506,4.46500783,3.254351553,4.641939403,4.438469769,4.234821633,4.780362187,4.096822447,4.338246986
21.82442202,2.1435508,5.408972031,3.75978161,3.091130057,0.862895401,5.661931296,12.4151891,2.026877406,5.390269507,8.706878812,3.642855538,3.405460489,8.636909686,2.147965227,3.323103576,1.116975769,10.60118316,5.506611437,2.764762248,4.537088544,4.558810061,6.449204914,5.772449121,5.644461565,4.275637839,5.629949148,6.192221749,6.169403585,6.984448657,6.354206543,7.049328493,3.786323263,6.864518916,6.31322301,4.579380191,3.653366903,2.622884897,3.533118275,4.014101464,6.25305585,4.549897255,6.395693164,4.631756252,5.236648479,3.999962473,3.280097556,2.460514302,3.589556351,4.462832185,5.935253117,4.570110212,4.963772201,4.780143629,4.680397781,6.192919147,3.798208903,6.012747014,4.70011928,3.936995102,5.919832259,5.459495449,5.674791126,7.304434562,4.386412823,6.261346313,4.303783766,6.07590315,6.234673487,3.043491651,6.457549564,5.032893429,4.277597304,5.119749212,4.78129151,6.170741014,4.89392324,5.292949016,4.841829124,6.884411008,5.36152358,2.933067271,3.459075226,4.771885795,5.087800742,4.336057832,5.482355732,4.71524331,5.016121018,3.789451547,4.959163484,4.328848597,6.276924156,4.622170862,3.325315903,4.291406499,5.350174838,6.008514045,4.513666223,4.837289833,5.905550107,6.948824689,6.909717205,2.944329583,4.222635937,3.820203118,4.503527321,3.633937415,5.639658236,4.933123491,4.552285628,4.866429655,5.104997602,4.705757063,5.410705177,6.051116564,4.424940037,4.489979479,5.411398744,3.077071725,5.822745726,5.54513709,5.535034513,3.729303189,5.191294982,6.691878264,4.884957186,4.948760952,3.732393953,5.273290031,5.450762008,5.306058511,5.25741015,5.799557936,4.446515504,4.9708499,5.544728961,6.963435377,3.963262367,5.335664539,4.46284331,5.083807223,3.213688097,5.456194723,3.738281907,5.010054328,6.196783896,4.195429866,5.891768161,3.88756362,3.672950238
24.84381977,4.033482252,7.10791803,1.654969068,4.615069214,1.223117812,6.331149644,8.531082807,4.757791641,5.3095857,7.045186248,3.776978093,3.931002065,8.471884129,2.213775781,2.675411784,0.911862462,9.396865579,4.917139984,3.078762016,5.331436887,3.62855592,4.194019711,4.076958904,5.310986984,7.180577939,5.24205156,3.476336834,6.131981669,4.820854443,3.464808716,4.129067818,5.41941113,5.530059438,2.981298199,5.188615129,5.727092273,6.970591674,4.611869607,6.120164572,5.680755863,3.979189756,2.921930774,4.184419891,6.97465452,4.667379486,5.484609068,4.161688706,4.616889934,4.935774088,4.553552267,4.64246645,4.372835302,3.599484923,4.507710413,4.518806158,4.805996574,5.38192224,4.497731203,5.738044015,5.333685251,4.720683739,4.570329578,5.025512044,4.732582266,3.262438986,6.011740222,4.140573661,3.864682897,5.616721669,6.629778881,6.797691795,5.127844157,6.262017051,6.778116356,2.331323939,4.728077283,6.221546394,3.595106566,4.38855762,5.710301387,5.07441233,6.086071149,4.219650675,5.14935864,6.305770399,3.373799413,4.005650405,4.933782058,3.688756591,5.06011341,4.448763038,6.667913727,4.595624085,5.219822439,7.848125601,4.28555204,4.130701028,3.283621427,4.840586416,4.628245652,3.749304997,5.265530578,3.713383163,6.175132156,3.408270571,5.912434641,4.536568997,3.466901143,4.241653176,4.162836657,4.742401429,5.606799348,5.329667769,3.862288117,3.970623063,7.127525603,5.671859529,3.583637559,5.394825089,3.6092402,5.106885661,4.650296187,5.284435532,3.468125764,4.968338153,4.494627644,5.590933896,4.285978133,4.286269387,7.955236372,4.419269431,6.048272275,4.293359324,3.29707408,7.918113882,5.331392191,4.976305641,4.699540474,4.960308834,5.281264063,5.259785523,5.01375114,3.51077006,5.544193237,3.254421883,4.745841212,4.99325455,5.228697988,5.663698345,7.032979292
22.52790319,2.989983128,8.441561499,1.756594918,4.451167977,1.025944929,4.775065674,6.267365707,1.814208036,6.341916136,11.57732543,4.589325812,2.942940646,9.28534446,1.862101728,2.738537292,1.086695687,7.725550563,4.357550551,2.301997941,3.356019613,4.870520647,4.88848385,4.451990863,5.18766183,6.023682851,5.043493761,4.665665039,4.561423704,6.173871937,4.773311723,5.503405665,4.558877673,6.086855992,5.886401026,6.500541231,4.599682869,4.342411685,6.107632421,6.568616304,6.044713731,3.074848511,4.160074694,4.995698241,4.444392533,4.846302628,4.938216141,5.324370252,6.774040607,5.551977774,6.022825627,4.806006341,5.632919547,7.418088563,3.882399629,5.842989451,5.780818598,4.209266028,5.895244833,2.753025873,7.055125822,4.922843922,4.34394394,2.631287652,5.638973023,5.239076045,5.927449661,4.947271045,5.538611582,4.23819716,6.181806219,6.044619987,4.457361314,7.276905734,5.724787192,5.422882129,1.758024982,4.536476453,5.197468046,6.152997807,4.938892445,6.581610585,2.846497058,4.208454338,4.637437155,4.036485652,6.421870958,4.038423663,4.79580428,5.115624091,5.51324756,5.976482978,4.006517212,5.013651193,5.784200289,4.590462133,3.257536757,5.627954477,5.572233218,7.052552339,5.666964438,5.793306905,4.504778418,8.006069981,5.543008085,7.147330323,5.500163752,6.644628908,4.985672188,4.291963341,4.514974499,4.906494974,5.94180715,2.921548146,4.122150093,6.767471312,3.4204872,6.153569157,3.693882162,6.326452,5.181857931,4.977311873,2.329967852,1.833326552,5.904096329,4.516625568,4.750470021,6.285378209,4.563572718,4.758395801,5.794732833,5.45123208,5.160963021,7.068635686,5.08861726,5.558657081,6.368651318,4.264777724,5.048099932,6.097132525,5.211723884,6.344008627,5.666956472,4.54955977,6.12570774,0.751712202,2.229724466,5.164436088,6.425369573,6.602209479,4.859350636
22.642291,3.713250086,6.668378389,2.977391215,4.086314044,1.188487856,6.114617157,6.146935642,1.586363044,5.916696326,6.462175103,5.176768542,2.505301589,3.054913979,2.317213232,3.383624108,0.93754086,8.622194038,3.814613838,3.064382168,3.524912279,6.81358257,5.389477308,7.279450322,5.381857602,5.51994591,5.376967998,3.75947352,3.721866101,4.831709288,4.24467394,4.467944273,4.156223437,6.336758994,5.62340418,4.138709919,3.63477585,5.650131163,4.669752662,5.921691938,4.575308451,5.565772618,6.465517343,4.583247941,4.017435583,5.10770193,5.099045441,5.041572736,6.79371273,6.462454743,4.926238863,4.853268223,4.018810064,6.07722107,4.562328652,6.075499601,3.705886067,4.754928241,4.294534647,5.035934764,4.553848275,3.820019093,6.182218291,7.215814378,5.362022337,4.174661106,4.657595095,4.715109688,4.708142248,6.066163451,5.636646766,5.954977997,4.927860805,4.02533533,5.889573858,6.20644035,3.294631425,6.17720733,3.881000986,3.445366249,6.522619976,6.144978443,5.470365365,4.196018969,4.555871499,6.47256622,4.461081359,5.546038354,4.800904851,6.004581288,2.864511059,4.279251325,4.413416622,4.71542027,5.578831604,4.626807936,4.907621101,4.942691761,4.882659072,5.19346265,5.201564131,6.625382679,5.143719444,4.784016868,3.523118895,4.314788539,4.520835286,4.422207353,5.792195972,5.184908144,4.202423689,4.439614671,6.66291709,6.026418005,4.203778966,5.486751703,4.021101193,4.728642201,5.982837394,6.100796975,7.755553901,4.200521544,4.060474019,4.278499132,4.281269849,4.06491705,5.910362405,3.742927642,6.24177573,6.585099218,5.302415726,6.520014233,7.030247685,5.144879135,4.728434298,4.824911385,6.251009884,3.737089784,4.411945765,4.84164549,3.669582364,3.807290888,5.663445657,3.469090026,5.32820095,4.632194181,5.141493242,6.426862071,4.73415785,5.684887282,5.134501788
22.78194573,3.690030481,11.19347104,3.744408264,3.082639122,1.018698458,6.16628566,6.065137042,3.975737236,5.068457348,5.438338603,5.969451313,4.763693434,6.943767482,1.946541142,3.138405953,0.821235307,6.765022014,4.38928026,3.07065811,5.103882577,3.773123979,4.848219026,6.265808729,5.51146863,4.230727394,5.634949507,5.379727067,3.023315399,6.610458283,3.590281918,4.80638266,3.984835911,4.103502711,5.457931044,6.363395824,3.230335866,4.254549223,4.770072835,6.212014101,5.058238933,6.25612619,4.230402245,3.847249551,5.00132227,2.300832889,7.770680562,3.340765722,3.970698239,3.067212278,5.776271508,2.95944051,6.421440877,2.927588926,4.61162006,4.561352368,4.745801575,4.471356106,4.908124341,3.565992722,4.49612856,1.902566955,4.823061253,4.908022388,5.617964407,4.288101596,6.095356141,4.384191474,6.370843957,7.062008327,2.137215436,4.947322855,6.111380597,3.530607298,6.438341802,3.590658191,4.576794327,5.344352515,6.84363577,5.160360707,5.093099055,2.839504122,5.725421321,6.132376794,5.748174562,6.194139627,4.683657966,5.733676695,3.951411813,5.525119081,4.328132769,5.841208639,4.538505828,4.832951449,4.994922738,4.179342739,5.388124904,6.21378307,6.043686181,5.479712701,4.190740524,5.16009334,5.912115235,7.207341754,5.050109841,5.99515264,4.795498065,5.682445511,3.969128488,4.022784237,4.869284059,5.555662823,4.152295502,5.890797718,6.770359673,5.479236076,5.151036303,4.756474001,6.14197013,5.241377395,3.430958402,4.690284961,5.633600038,3.077964362,4.128813393,4.593910045,7.677556065,5.171668159,4.984230014,5.919104047,4.475500112,2.534509339,4.199233169,4.67418287,7.101497524,4.983700901,6.230912618,3.445061937,3.90434981,4.424576344,2.399533725,2.418220946,2.620961019,3.802301272,5.187104861,6.047869359,5.16037342,4.412307822,3.903455521,6.07186564,6.262601305
31.14305978,5.148107761,9.907195333,3.741820024,6.36319698,0.495145983,7.067667533,9.829098487,3.606551255,6.002384083,9.486541065,4.687741014,1.241444332,5.320586531,2.026083309,3.135288252,1.187032061,13.27288553,4.992817074,2.984892203,5.940851644,4.906307501,4.595599402,5.223049818,5.22936321,5.842309143,7.95398547,4.448844904,4.811937832,5.509817729,5.894474234,6.797989045,5.020392596,4.096599371,4.789788991,5.742066896,5.31403054,5.026349771,5.588810777,5.454946396,4.044465708,7.149405538,5.664213997,6.556456912,4.56730056,6.564366532,4.846058841,4.425774712,5.506301398,3.86249235,5.364058675,4.79801256,5.370097541,5.051339677,4.97954357,5.286352745,4.398745691,5.368708208,1.178719118,4.234403451,5.950593156,7.351586699,5.57383073,4.888832184,4.220418328,4.27561613,6.123110364,5.030649738,5.381277476,4.442670928,5.757644449,5.914149991,4.616714272,5.158929046,5.285161032,5.007489401,4.762754987,5.414226225,4.796580789,4.254517904,4.991401591,3.98016301,3.887803271,6.064955126,6.201103239,5.358530414,6.166859432,5.960548496,6.449728095,2.959916364,3.00108997,4.580913483,3.090757697,5.46581593,3.659197293,6.39545311,5.105028951,4.802277141,5.24009596,7.015357151,3.735105042,6.685661925,5.80357663,3.870570759,4.435699411,4.281891665,5.301670973,4.76218813,5.192939486,5.298994982,5.419037757,5.427579798,5.738901554,3.213681624,5.916755645,6.208227448,4.958553669,4.640700955,5.171164357,3.883091576,5.454295123,3.161822657,3.681140158,5.970068886,6.164052693,4.464012399,5.46487619,6.637081926,3.384592252,5.156267194,3.849874515,5.58792177,4.906614639,3.305830798,6.212959876,4.617907789,5.7504631,4.591193133,6.560080639,4.938790733,4.330643009,6.506847986,5.810643449,5.66514726,3.848839844,3.552343708,3.785311169,2.658026507,4.601255379,4.687296228,5.211506447
24.00805255,3.167405344,12.3167498,1.522001349,4.891761418,0.995529066,5.312576489,9.109864876,3.999534648,3.315243346,7.058128123,4.141756702,1.797428799,9.205072681,2.231843922,2.68563359,0.945084872,4.49450356,4.210945135,3.211528858,6.548400933,5.334360746,6.956587894,5.376613527,3.033124052,5.980115463,5.426135638,4.350222267,5.966004717,6.547052768,5.330269922,4.890937298,6.3222498,4.781348653,3.512000031,4.053596885,5.297086452,2.932094511,8.947512209,3.999401157,6.177469597,2.832575639,6.18578436,5.005106433,5.0562836,3.965604552,5.111271946,5.898248367,4.793281311,3.425163107,4.195466571,6.092708506,7.861040462,6.21565839,6.705338066,4.887589394,6.373883252,4.94706467,5.226857238,4.610493276,5.341076452,4.751102595,3.642658378,5.620812772,3.1187274,3.630763448,4.701257344,6.27402051,5.606152784,4.160166277,6.420192771,4.924626014,5.528312551,5.524305777,4.490523144,5.981237391,6.313227843,3.982309293,4.201605666,4.505652853,5.44498128,6.217199727,6.328182132,4.040320072,3.036146286,5.90374741,4.47741108,4.944130128,6.048017647,5.975608503,3.920839579,3.789579758,4.450469224,6.028776893,6.151584292,4.986858113,6.486348608,6.002905968,5.508074303,4.467379653,5.090286231,5.77715122,5.195922317,5.213498938,4.296560123,4.543628785,5.716955894,5.081684748,5.170627332,5.243355543,2.549259786,4.451564678,6.457663753,4.669025261,5.311778853,4.131118717,2.742185069,5.202727617,5.263417176,6.026346185,4.010956433,4.628425268,6.300155559,6.184149939,5.495444295,4.807595008,5.887902955,5.529903039,5.706557494,4.936828191,5.293921652,7.370168163,4.000477535,5.490724892,5.279769933,4.099523207,6.467672914,2.885825972,4.589212888,4.942944257,4.867355337,4.558062765,5.011634475,6.322390088,5.790623764,5.330099449,4.322885005,4.14270849,5.191302105,5.482780967,5.301781607
